,box_start,box_end,probability_prior,probability_1,posterior_probability,probability_2
234,16,15,0.15760869565217392,0.12195121951219512,0.1511111111111111,0.25
235,16,16,0.2826086956521739,0.4146341463414634,0.30666666666666664,0.16666666666666666
236,16,19,0.03260869565217391,0.0,0.02666666666666667,0.0
237,16,20,0.1956521739130435,0.24390243902439024,0.20444444444444446,0.3333333333333333
238,16,23,0.021739130434782608,0.0,0.017777777777777778,0.0
239,16,24,0.005434782608695652,0.0,0.0044444444444444444,0.0
240,17,9,0.003205128205128205,0.037037037037037035,0.0058997050147492625,0.0
241,17,10,0.003205128205128205,0.0,0.0029498525073746312,0.0
242,17,13,0.19230769230769232,0.3333333333333333,0.20353982300884957,0.45454545454545453
243,17,14,0.08974358974358974,0.07407407407407407,0.08849557522123894,0.09090909090909091
244,17,15,0.003205128205128205,0.0,0.0029498525073746312,0.0
245,17,17,0.38782051282051283,0.3333333333333333,0.3834808259587021,0.2727272727272727
246,17,18,0.1282051282051282,0.14814814814814814,0.12979351032448377,0.18181818181818182
247,17,19,0.003205128205128205,0.0,0.0029498525073746312,0.0
248,17,20,0.00641025641025641,0.0,0.0058997050147492625,0.0
249,17,21,0.125,0.037037037037037035,0.11799410029498525,0.0
250,17,22,0.03205128205128205,0.037037037037037035,0.032448377581120944,0.0
251,17,23,0.02564102564102564,0.0,0.02359882005899705,0.0
252,18,12,0.006944444444444444,0.0,0.005714285714285714,0.0
253,18,13,0.020833333333333332,0.0,0.017142857142857144,0.0
254,18,14,0.041666666666666664,0.0967741935483871,0.05142857142857143,0.07142857142857142
255,18,15,0.034722222222222224,0.0,0.02857142857142857,0.0
256,18,16,,0.03225806451612903,0.005714285714285714,0.0
257,18,17,0.1388888888888889,0.1935483870967742,0.14857142857142858,0.21428571428571427
258,18,18,0.2222222222222222,0.3225806451612903,0.24,0.35714285714285715
259,18,19,0.1597222222222222,0.12903225806451613,0.15428571428571428,0.14285714285714285
260,18,20,0.04861111111111111,0.0,0.04,0.0
261,18,21,0.1388888888888889,0.03225806451612903,0.12,0.0
262,18,22,0.09722222222222222,0.0967741935483871,0.09714285714285714,0.14285714285714285
263,18,23,0.06944444444444445,0.0967741935483871,0.07428571428571429,0.07142857142857142
264,18,24,0.020833333333333332,0.0,0.017142857142857144,0.0
265,19,11,0.008333333333333333,0.0,0.007042253521126761,0.0
266,19,14,0.025,0.0,0.02112676056338028,0.0
267,19,15,0.025,0.0,0.02112676056338028,0.0
